"Date","Time (GMT)","Highest","MHHW (m)","MHW (m)","MSL (m)","MTL (m)","MLW (m)","MLLW (m)","Lowest (m)","Inf"
"2017/02/01","00:00","2.249","1.909","1.73","1.165","1.19","0.649","0.386","-0.053","0"
"2017/03/01","00:00","1.896","1.725","1.602","1.012","1.033","0.464","0.262","-0.064","0"
"2017/04/01","00:00","1.983","1.696","1.581","0.968","0.991","0.401","0.126","-0.34","0"
"2017/05/01","00:00","2.227","1.754","1.6","0.974","1.002","0.403","0.059","-0.422","0"
"2017/06/01","00:00","2.28","1.835","1.636","0.999","1.019","0.402","0.04","-0.41","0"
"2017/07/01","00:00","2.223","1.878","1.66","1.018","1.034","0.407","0.075","-0.364","0"
"2017/08/01","00:00","2.169","1.89","1.707","1.068","1.082","0.458","0.168","-0.162","0"
"2017/09/01","00:00","1.981","1.839","1.715","1.08","1.092","0.47","0.223","-0.008","0"
"2017/10/01","00:00","2.006","1.73","1.639","1","1.014","0.388","0.129","-0.079","0"
"2017/11/01","00:00","2.098","1.815","1.662","1.005","1.022","0.382","0.068","-0.309","0"
"2017/12/01","00:00","2.188","1.846","1.63","0.965","0.986","0.342","-0.04","-0.518","0"
"2018/01/01","00:00","2.217","1.878","1.645","0.973","0.992","0.338","-0.045","-0.462","0"
"2018/02/01","00:00","2.077","1.762","1.582","0.936","0.951","0.32","0.018","-0.386","0"
"2018/03/01","00:00","2.11","1.752","1.636","0.977","0.989","0.341","0.095","-0.323","0"
"2018/04/01","00:00","1.886","1.659","1.549","0.916","0.93","0.31","0.052","-0.224","0"
"2018/05/01","00:00","2.017","1.768","1.598","0.946","0.968","0.337","-0.01","-0.357","0"
"2018/06/01","00:00","2.242","1.836","1.628","0.974","0.998","0.368","-0.02","-0.384","0"
"2018/07/01","00:00","2.283","1.878","1.665","1.014","1.034","0.402","0.026","-0.41","0"
"2018/08/01","00:00","2.217","1.867","1.684","1.041","1.053","0.423","0.145","-0.321","0"
"2018/09/01","00:00","2.049","1.825","1.684","1.043","1.056","0.428","0.187","-0.188","0"
"2018/10/01","00:00","2.082","1.843","1.725","1.077","1.097","0.469","0.177","-0.089","0"
"2018/11/01","00:00","2.162","1.864","1.723","1.059","1.081","0.438","0.092","-0.26","0"
"2018/12/01","00:00","2.249","1.901","1.692","1.025","1.042","0.393","0.032","-0.424","0"
"2019/01/01","00:00","2.296","1.962","1.734","1.083","1.099","0.464","0.099","-0.513","0"
"2019/02/01","00:00","2.297","1.913","1.729","1.104","1.123","0.517","0.204","-0.376","0"
"2019/03/01","00:00","2.055","1.782","1.659","1.077","1.098","0.536","0.27","-0.15","0"
"2019/04/01","00:00","2.017","1.706","1.604","1.002","1.023","0.442","0.169","-0.195","0"
"2019/05/01","00:00","2.177","1.801","1.64","1.023","1.045","0.45","0.125","-0.195","0"
"2019/06/01","00:00","2.069","1.864","1.658","1.031","1.058","0.457","0.065","-0.274","0"
"2019/07/01","00:00","2.161","1.891","1.666","1.015","1.034","0.401","0.004","-0.365","0"
"2019/08/01","00:00","2.193","1.88","1.688","1.028","1.045","0.401","0.055","-0.353","0"
"2019/09/01","00:00","2.047","1.834","1.711","1.058","1.072","0.432","0.18","-0.051","0"
"2019/10/01","00:00","2.1","1.761","1.651","0.993","1.011","0.37","0.067","-0.243","0"
"2019/11/01","00:00","2.258","1.88","1.719","1.063","1.086","0.453","0.076","-0.265","0"
"2019/12/01","00:00","2.296","1.955","1.752","1.095","1.122","0.492","0.072","-0.313","0"
"2020/01/01","00:00","2.099","1.829","1.613","0.968","0.987","0.361","-0.026","-0.453","0"
"2020/02/01","00:00","2.111","1.8","1.61","0.964","0.981","0.351","0.034","-0.371","0"
"2020/03/01","00:00","2.076","1.772","1.638","1","1.023","0.407","0.116","-0.192","0"
"2020/04/01","00:00","2.034","1.699","1.572","0.925","0.948","0.324","-0.025","-0.171","0"
"2020/05/01","00:00","2.107","1.758","1.601","0.952","0.975","0.348","-0.04","-0.332","0"
"2020/06/01","00:00","2.216","1.843","1.625","0.972","0.995","0.365","-0.033","-0.47","0"
"2020/07/01","00:00","2.213","1.926","1.682","1.029","1.051","0.419","0.011","-0.336","0"
"2020/08/01","00:00","2.045","1.895","1.689","1.041","1.058","0.426","0.06","-0.3","0"
"2020/09/01","00:00","2.004","1.814","1.675","1.04","1.055","0.435","0.156","-0.115","0"
"2020/10/01","00:00","2.116","1.78","1.67","1.032","1.049","0.427","0.151","-0.238","0"
"2020/11/01","00:00","2.18","1.767","1.59","0.947","0.97","0.351","-0.026","-0.478","0"
"2020/12/01","00:00","2.193","1.815","1.589","0.934","0.962","0.334","-0.119","-0.647","0"
"2021/01/01","00:00","2.156","1.862","1.63","0.972","0.994","0.358","-0.066","-0.522","0"
"2021/02/01","00:00","2.056","1.735","1.528","0.888","0.905","0.282","-0.062","-0.403","0"
"2021/03/01","00:00","1.9","1.673","1.534","0.878","0.894","0.255","-0.026","-0.224","0"
"2021/04/01","00:00","2.037","1.702","1.566","0.909","0.932","0.298","-0.05","-0.446","0"
"2021/05/01","00:00","2.128","1.764","1.586","0.925","0.955","0.325","-0.098","-0.569","0"
"2021/06/01","00:00","2.241","1.854","1.64","0.987","1.014","0.388","-0.047","-0.458","0"
"2021/07/01","00:00","2.179","1.896","1.666","1.033","1.055","0.444","0.059","-0.432","0"
"2021/08/01","00:00","2.192","1.896","1.688","1.069","1.089","0.49","0.145","-0.16","0"
"2021/09/01","00:00","1.952","1.819","1.668","1.04","1.06","0.451","0.134","-0.07","0"
"2021/10/01","00:00","2.079","1.778","1.667","1.028","1.052","0.438","0.1","-0.186","0"
"2021/11/01","00:00","2.123","1.792","1.625","0.967","0.992","0.36","-0.016","-0.439","0"
"2021/12/01","00:00","2.269","1.95","1.712","1.05","1.074","0.437","-0.001","-0.549","0"
"2022/01/01","00:00","2.297","1.899","1.647","0.994","1.023","0.398","-0.056","-0.526","0"
"2022/02/01","00:00","2.132","1.762","1.563","0.925","0.941","0.319","-0.052","-0.472","0"
"2022/03/01","00:00","1.925","1.701","1.563","0.911","0.935","0.307","-0.018","-0.381","0"
"2022/04/01","00:00","1.988","1.639","1.503","0.862","0.883","0.263","-0.061","-0.312","0"
"2022/05/01","00:00","2.039","1.706","1.516","0.87","0.899","0.283","-0.14","-0.581","0"
"2022/06/01","00:00","2.142","1.832","1.604","0.96","0.992","0.38","-0.083","-0.581","0"
"2022/07/01","00:00","2.294","1.868","1.634","0.989","1.018","0.402","-0.043","-0.521","0"
"2022/08/01","00:00","2.177","1.866","1.671","1.03","1.051","0.431","0.087","-0.43","0"
"2022/09/01","00:00","2.169","1.864","1.7","1.067","1.087","0.475","0.17","-0.15","0"
"2022/10/01","00:00","1.999","1.804","1.657","1.013","1.042","0.426","0.06","-0.303","0"
"2022/11/01","00:00","2.17","1.801","1.627","0.964","0.995","0.363","-0.056","-0.467","0"
"2022/12/01","00:00","2.249","1.923","1.695","1.033","1.063","0.43","0.003","-0.641","0"
"2023/01/01","00:00","2.335","1.994","1.752","1.143","1.172","0.593","0.172","-0.522","0"
"2023/02/01","00:00","2.156","1.824","1.619","0.977","1","0.382","0.017","-0.409","0"
"2023/03/01","00:00","2.167","1.768","1.624","1.031","1.055","0.485","0.151","-0.115","0"
